time_open,time_close,open,high,low,close,volume,num_trades
1753628400000,1753631999999,118476.0,118673.0,118295.0,118669.0,1054.97957,11214
1753632000000,1753635599999,118669.0,119621.0,118669.0,119152.0,2421.29443,26317
1753635600000,1753639199999,119154.0,119409.0,118919.0,119292.0,780.04257,13499
1753639200000,1753642799999,119292.0,119478.0,119028.0,119111.0,505.82683,9588
1753642800000,1753646399999,119111.0,119167.0,118964.0,119036.0,407.77619,7513
1753646400000,1753649999999,119035.0,119269.0,118795.0,118830.0,440.58074,8385
1753650000000,1753653599999,118830.0,119373.0,118806.0,119371.0,454.17453,8267
1753653600000,1753657199999,119371.0,119848.0,119316.0,119565.0,1519.43418,13494
1753657200000,1753660799999,119566.0,119611.0,119250.0,119507.0,721.6425,9630
1753660800000,1753664399999,119507.0,119790.0,119215.0,119339.0,811.84908,13264
1753664400000,1753667999999,119340.0,119584.0,119036.0,119127.0,431.55091,10206
1753668000000,1753671599999,119128.0,119934.0,119106.0,119531.0,535.87649,11722
1753671600000,1753675199999,119531.0,119633.0,119327.0,119372.0,310.36356,8175
1753675200000,1753678799999,119372.0,119521.0,119222.0,119303.0,224.56582,7538
1753678800000,1753682399999,119303.0,119787.0,119232.0,119610.0,429.89488,8979
1753682400000,1753685999999,119611.0,119715.0,119527.0,119550.0,393.24915,7110
1753686000000,1753689599999,119550.0,119550.0,118837.0,118988.0,967.55048,12109
1753689600000,1753693199999,118988.0,119181.0,118856.0,119159.0,417.15649,8147
1753693200000,1753696799999,119160.0,119160.0,118785.0,119011.0,341.25762,7064
1753696800000,1753700399999,119010.0,119045.0,118670.0,118841.0,366.65434,6541
1753700400000,1753703999999,118840.0,118937.0,118550.0,118905.0,906.01201,8246
1753704000000,1753707599999,118904.0,119182.0,118866.0,118922.0,765.18608,9760
1753707600000,1753711199999,118921.0,119196.0,118312.0,118512.0,2833.86582,22797
1753711200000,1753714799999,118512.0,118771.0,118006.0,118069.0,3085.66454,26191
1753714800000,1753718399999,118069.0,118600.0,118000.0,118266.0,1033.95254,13738
1753718400000,1753721999999,118267.0,118470.0,118074.0,118105.0,754.96246,12243
1753722000000,1753725599999,118102.0,118220.0,117721.0,117732.0,2185.30518,17805
1753725600000,1753729199999,117731.0,117960.0,117503.0,117872.0,2216.61597,15894
1753729200000,1753732799999,117871.0,118338.0,117572.0,118149.0,2622.21091,17710
1753732800000,1753736399999,118149.0,118256.0,117550.0,118132.0,2930.34441,16441
1753736400000,1753739999999,118123.0,118427.0,118026.0,118180.0,700.10656,8173
1753740000000,1753743599999,118181.0,118340.0,117777.0,117897.0,1336.39808,11227
1753743600000,1753747199999,117905.0,118230.0,117871.0,118118.0,344.50325,6730
1753747200000,1753750799999,118117.0,118580.0,117566.0,118017.0,1233.85758,13746
1753750800000,1753754399999,118017.0,118288.0,117809.0,117810.0,376.18293,6205
1753754400000,1753757999999,117810.0,118150.0,117456.0,118131.0,1203.79522,13612
1753758000000,1753761599999,118131.0,118802.0,118131.0,118788.0,1139.81431,10825
1753761600000,1753765199999,118796.0,118840.0,118444.0,118550.0,953.32556,8580
1753765200000,1753768799999,118551.0,118896.0,118551.0,118837.0,333.15962,5494
1753768800000,1753772399999,118838.0,119116.0,118759.0,118784.0,678.15584,8120
1753772400000,1753775999999,118785.0,119339.0,118785.0,118945.0,1300.63847,9490
1753776000000,1753779599999,118945.0,119125.0,118824.0,118969.0,681.54583,8604
1753779600000,1753783199999,118975.0,119050.0,118822.0,118854.0,218.80211,5464
1753783200000,1753786799999,118854.0,118905.0,118376.0,118377.0,811.35226,10454
1753786800000,1753790399999,118377.0,118672.0,118223.0,118668.0,607.13576,9217
1753790400000,1753793999999,118668.0,119200.0,118513.0,118982.0,1685.10147,15309
1753794000000,1753797599999,118981.0,119099.0,118603.0,118706.0,816.71556,13460
1753797600000,1753801199999,118710.0,118718.0,117763.0,117903.0,2775.59966,23303
1753801200000,1753804799999,117903.0,118048.0,117302.0,117471.0,2564.48355,24439
1753804800000,1753808399999,117470.0,117815.0,117003.0,117791.0,2544.17098,22789
1753808400000,1753811999999,117792.0,118162.0,117687.0,117861.0,1279.31931,13249
1753812000000,1753815599999,117861.0,117912.0,117551.0,117681.0,837.95213,10911
1753815600000,1753819199999,117681.0,118088.0,117485.0,117607.0,899.33476,12532
1753819200000,1753822799999,117607.0,117996.0,117109.0,117560.0,4702.86066,26443
1753822800000,1753826399999,117559.0,117739.0,117212.0,117644.0,639.07374,8745
1753826400000,1753829999999,117644.0,117887.0,117471.0,117887.0,694.56162,7611
1753830000000,1753833599999,117886.0,118027.0,117759.0,117992.0,298.25021,6192
1753833600000,1753837199999,117992.0,118027.0,117569.0,117786.0,808.78815,9352
1753837200000,1753840799999,117787.0,118092.0,117444.0,117910.0,357.15925,7506
1753840800000,1753844399999,117909.0,118150.0,117825.0,118062.0,292.85193,7162
1753844400000,1753847999999,118062.0,118277.0,117939.0,118204.0,379.57825,7040
1753848000000,1753851599999,118203.0,118328.0,118000.0,118040.0,322.91307,5149
1753851600000,1753855199999,118040.0,118113.0,117703.0,118031.0,395.15244,6733
1753855200000,1753858799999,118030.0,118372.0,118030.0,118335.0,283.42624,5343
1753858800000,1753862399999,118335.0,118468.0,118145.0,118162.0,390.78769,6690
1753862400000,1753865999999,118162.0,118533.0,117996.0,118452.0,650.42098,6871
1753866000000,1753869599999,118453.0,118485.0,118031.0,118216.0,680.64885,7500
1753869600000,1753873199999,118216.0,118461.0,117972.0,118045.0,862.961,7245
1753873200000,1753876799999,118044.0,118212.0,117400.0,117571.0,1209.62578,13733
1753876800000,1753880399999,117571.0,117939.0,117352.0,117768.0,1157.22301,13524
1753880400000,1753883999999,117769.0,117897.0,117454.0,117703.0,1220.47294,16691
1753884000000,1753887599999,117703.0,118758.0,117638.0,118758.0,1708.08464,19256
1753887600000,1753891199999,118758.0,118848.0,117856.0,118033.0,1074.27642,15874
1753891200000,1753894799999,118032.0,118056.0,117668.0,117769.0,775.38584,10917
1753894800000,1753898399999,117771.0,117996.0,117680.0,117837.0,380.03128,7942
1753898400000,1753901999999,117838.0,118107.0,116607.0,116608.0,3992.80883,32126
1753902000000,1753905599999,116607.0,117181.0,115828.0,116982.0,6472.27747,41703
1753905600000,1753909199999,116983.0,117394.0,116946.0,117263.0,1754.16455,18698
1753909200000,1753912799999,117264.0,117422.0,117037.0,117414.0,647.85644,8416
1753912800000,1753916399999,117415.0,117560.0,117324.0,117557.0,558.22786,6438
1753916400000,1753919999999,117558.0,117997.0,117522.0,117915.0,583.55028,7562
1753920000000,1753923599999,117915.0,118609.0,117858.0,118486.0,1608.52072,15500
1753923600000,1753927199999,118487.0,118548.0,118064.0,118122.0,747.74414,10034
1753927200000,1753930799999,118123.0,118598.0,118044.0,118556.0,1333.80838,11444
1753930800000,1753934399999,118556.0,118757.0,118475.0,118548.0,321.93425,6704
1753934400000,1753937999999,118558.0,118660.0,118445.0,118611.0,562.55946,6248
1753938000000,1753941599999,118610.0,118635.0,118400.0,118429.0,522.48413,5271
1753941600000,1753945199999,118428.0,118834.0,118376.0,118777.0,434.32132,5733
1753945200000,1753948799999,118778.0,119027.0,118676.0,118761.0,938.40986,9594
1753948800000,1753952399999,118760.0,118843.0,118650.0,118683.0,455.86879,7140
1753952400000,1753955999999,118683.0,118700.0,118548.0,118681.0,209.61853,5496
1753956000000,1753959599999,118681.0,118799.0,118502.0,118581.0,212.65369,6566
1753959600000,1753963199999,118580.0,118630.0,118351.0,118410.0,665.25975,8098
1753963200000,1753966799999,118410.0,118709.0,118343.0,118688.0,425.17527,9561
1753966800000,1753970399999,118688.0,118770.0,117880.0,118638.0,1594.50701,23672
1753970400000,1753973999999,118639.0,118709.0,117960.0,117964.0,1053.25054,19203
1753974000000,1753977599999,117964.0,118400.0,117917.0,118369.0,666.19703,10407
1753977600000,1753981199999,118369.0,118955.0,118287.0,118612.0,1245.70165,10960
1753981200000,1753984799999,118612.0,118624.0,117758.0,117801.0,1439.57712,18479
1753984800000,1753988399999,117801.0,117858.0,117435.0,117635.0,1280.06929,9127
